x,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
002183.XSHE,1.012738854,0.993710692,1.072151899,1.016528926,0.996515679,1.008158508,0.96416185,0.947242206,1.013924051,0.997503121,1,1,1,1.112640801,0.98200225,0.964490263,1.052256532,1.046275395,0.88781014,1.019441069,0.957091776,0.925280199,1.01345895,0.969455511,0.98630137
002195.XSHE,0.957446809,1.002222222,1.048780488,1.021141649,1.130434783,0.978021978,0.95505618,0.941176471,1.25,1.051666667,1,0.977812995,1.021069692,0.952380952,0.983333333,0.947457627,0.991055456,1.041516245,0.883882149,1.050980392,0.949626866,0.905697446,1.045553145,1.002074689,0.962732919
002202.XSHE,1.000918274,1.027522936,1.029464286,0.99045967,1.032399299,0.972010178,0.992146597,0.972735268,1.029837251,0.998244074,1.00351803,0.990359334,1.055752212,0.995808885,1.057239057,1.022292994,1.058411215,1.058130979,1,0.99930459,1.146833681,0.980582524,0.971534653,1.060509554,1.037837838
002230.XSHE,1.039298991,1.013285641,1.051941503,1.026366251,1.123306866,1.207484407,0.916666667,1.145755071,1.034754098,1.022813688,1.197645601,1.019141231,0.984010152,0.939386123,1.024162548,0.945576408,1.032605614,0.91405821,1.045659357,1.149095088,1.04825,1.060577152,1.02878345,0.903825137,0.960580411
002236.XSHE,1.083482409,1.047881123,1.176995798,0.928603302,1.11773186,0.97205503,1.051304732,1.00252419,1.002098196,0.956867672,1.115536105,0.950961161,1.023514851,1.010076582,0.936153232,1.010230179,1.065822785,1.007125891,1.053459119,1.056716418,1.007062147,0.902173913,0.944422853,1.043209877,0.9234714
002241.XSHE,1.013986014,0.98045977,1.12954279,0.977685522,1.024416136,0.960621762,0.968716289,1.049554566,1.012201592,0.995807128,1.096315789,0.963034085,1.084745763,0.983455882,0.935514019,0.999000999,1.0035,1.005480817,1.084241824,0.968464351,1.030202926,0.945029776,0.917595734,0.976756471,0.931314224
002252.XSHE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.016815035,0.99270428,0.999510044,0.98627451,0.997514911,1.002989537,0.986090412,0.995465995,0.997469636,1.00304414
002292.XSHE,0.99200533,0.971121558,1.076763485,1.048811818,1.070422535,0.958237986,0.899701493,0.913072329,1.044331395,1.008350731,1.02484472,0.995286195,1.043301759,0.988326848,0.977690289,1.012751678,1.045725646,0.951837769,0.985352863,1.091216216,1.027863777,0.921686747,0.961437908,0.991162475,1.028806584
002299.XSHE,0.996879875,0.984350548,1.150238474,1.03593642,1.014676451,1.078238001,0.965243902,1.047378395,1.079613993,1.036871508,0.927262931,1.070889018,0.941942485,0.911866359,0.989892609,0.973197192,1.034754098,0.985424588,0.974276527,0.949174917,1.00069541,1.000694927,0.997222222,1.037604457,1.053691275
002304.XSHE,1.007172518,1.042103948,1.021939815,0.98122947,1.036107126,0.963189476,0.979992812,1.036308068,1.035625811,0.984850211,1.012028684,0.989142857,0.997342577,0.983549583,1.035217903,1.120719081,1.055634518,1.076553183,0.99124531,1.019286229,0.973209549,0.996820205,0.940393729,1.056503198,1.027061737
002310.XSHE,1.026451984,0.858263305,1.088772846,1.023980815,1.006440281,0.990110529,1.082256169,0.934310532,0.987797792,0.98,1.133853541,0.986236104,1.004830918,1.046474359,1.059724349,0.969171484,1.017395626,1.052760137,1.02412993,0.947439964,0.982783357,0.964476886,1.049949546,1.021143681,0.967058824
002385.XSHE,0.988095238,1.024096386,1.028571429,0.990196078,1.011551155,1.048939641,0.973561431,0.955271565,1.008361204,1.048092869,0.94778481,1.015025042,1.019736842,0.987096774,1.004901961,0.98699187,1.008237232,0.982026144,1.009983361,1.004942339,1.031147541,1.034976153,0.949308756,0.990291262,1.006535948
002415.XSHE,1.092673267,1.00108735,1.116944243,0.936466775,1.083419868,0.970607029,0.978933509,1.016476126,0.980482964,0.952091768,1.107370659,0.96448,1.079960186,0.989554531,0.984476871,0.973825292,1.113341969,1.023269343,1.033541785,1.089933993,0.988392632,0.958641818,0.986684421,1.049932524,0.966066838
002424.XSHE,1.092405063,0.988991889,0.992970123,1.027138643,1.07007467,1.001073537,0.966219839,0.93063263,1.039952296,0.962155963,1.007151371,0.972189349,1.016433354,1.019760479,0.985907223,0.984514592,1.085299456,1.080824972,0.952037133,0.974539545,0.97832129,0.932954545,0.956760049,0.986632718,0.990967742
002426.XSHE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811594203,0.957792208,0.971186441,1.076788831,0.995137763,0.957654723,0.993197279
002450.XSHE,1.006598985,1.006051437,1.028070175,1.020477816,1.064500717,0.988330341,0.965485922,1.025399812,0.901376147,0.982697201,1,1,1,1.085447954,1.035305344,0.964976959,1.071155683,1.00312082,1.075111111,1.016535759,1.044733632,0.945504087,0.965829559,1.019181586,0.972396487
002456.XSHE,0.991547464,1.04,1.053593947,0.996409336,1.049249249,1.062965083,0.957458266,1.062429696,1,1.001588142,1.072410148,0.983242977,1.073684211,0.988795518,0.95184136,1.038690476,1.009551098,1.080416272,1.039842382,0.994947368,1.032585696,0.984016393,0.923781758,1.03606853,0.902523934
002465.XSHE,1.007662835,1,1.012357414,1.030046948,0.971741112,1.041275797,1.007207207,0.989266547,1.028933092,1.000878735,1.006145742,0.990401396,0.987665198,0.988403211,1.009025271,1.025044723,1.007853403,0.967099567,0.96866607,1.006469501,0.966023875,0.933460076,0.950101833,0.964630225,1
002466.XSHE,1.015024191,0.930255896,1.093851133,1.074457594,1.116796696,1.029381549,1.086027944,1.121117442,0.96442623,0.983851776,0.985487215,0.989831697,1.121856181,1.153615409,0.890379089,1.006916692,0.912990383,1.045477345,1.025267871,1.03930744,0.86087348,1.02806834,0.918093946,1.010712966,0.946820175
002470.XSHE,1.014947683,1.001472754,1.047058824,1.004213483,1.022377622,0.997264022,1.024691358,1.058902276,1.018963338,0.986352357,0.98490566,1.034482759,0.998765432,0.992583436,1.00747198,0.975278121,1.064638783,1.063095238,1.01343785,1,1,1,1,1,1
002475.XSHE,1.053116147,0.951580363,1.033215548,0.982216142,1.05362117,0.97752809,1.022988506,1.065432915,0.998759305,0.931677019,1.12,0.95952381,1.018610422,0.985992692,0.946880791,1.012393999,1.008376289,1.090734824,1.120093732,0.99790795,1.003668763,1.034464752,0.91822312,1.115997801,0.928078818
002500.XSHE,0.958785249,1.024886878,1.015452539,1.02826087,1.003171247,1.002107482,1.133543638,1.052875696,1.005286344,1.042068361,0.95626577,0.988566403,1.078291815,0.975247525,0.978849408,0.97752809,0.977011494,0.926696833,0.963867188,1.012158055,1.029029029,0.963035019,0.997979798,0.956477733,0.97989418
002568.XSHE,0.941142857,0.980570735,1.045820433,0.995855536,0.96313912,1.079012346,0.995423341,0.918965517,1.023764853,0.99144777,1.012322859,1.000608643,1.007907543,1.027761014,1.051086318,0.983240223,1.069318182,0.950053135,0.921700224,0.982402913,0.934527486,0.895571712,1.01402214,0.968704512,0.987978963
002594.XSHE,1.00754717,1.019350811,1.018371096,1.019843656,1.004716981,0.994327074,0.974227818,1.012520194,0.970482649,1.008220304,0.980839788,0.994596841,1.00605934,1.073727934,1.104061896,1.185529082,1.006354367,1.003671072,0.912216533,1.047794707,0.976121231,1.103967383,0.897159091,0.988125396,0.995193078
002673.XSHE,0.956358164,1.044059795,1.011303693,1.067064083,0.983240223,1.004971591,1.057243816,0.999331551,1.005351171,1.001996008,0.95750332,1.060332871,1.052975801,0.983229814,0.989260897,0.980842912,1.018880208,0.948881789,0.948821549,0.981547197,0.987707881,0.93704246,1.021875,0.97706422,0.990610329
002714.XSHE,0.965722802,0.978395062,1.077287066,1.012445095,1.014461316,1.055595153,1.083051992,0.978179551,0.991077119,1.12926045,0.997722096,1.097031963,1.201873049,0.95021645,0.960820046,0.958274064,1.072736269,1,1.129612546,1.074724377,0.973404255,1.085870414,0.924874191,1.144966965,0.970128988
002736.XSHE,0.948558067,1.038619556,1.018987342,1.000776398,1.016291699,1.003053435,1.041856925,1.024105186,1,0.993580599,0.966977746,1,1.050482554,0.983745583,0.988505747,0.972383721,1.014947683,0.97275405,0.968205905,1.006254887,0.992229992,0.952231793,0.984375,0.976608187,0.950384944
002739.XSHE,1.034032898,1.001919912,1.062961949,0.982487767,0.926081258,0.978205491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
002797.XSHE,0.83203125,1.09741784,1.011764706,1.023255814,0.955578512,0.996756757,0.994577007,0.934569248,1.077012835,1.187432286,1,1,1.047445255,0.968641115,1.122302158,0.96474359,1.059800664,0.937304075,0.945652174,0.99204244,0.965240642,0.867036011,1.018104366,0.986401674,1.033934252
300002.XSHE,0.977725674,0.992805755,1.007246377,1.003597122,1.004778973,1.008323424,0.970518868,0.85054678,1.004285714,1.004267425,1.043909348,0.986431479,1.079779917,1.022929936,0.97260274,0.971830986,1.018445323,0.912031048,0.970212766,1.016081871,0.981294964,0.906158358,1.050161812,0.976887519,0.998422713
300015.XSHE,1.045422781,0.980614973,0.981595092,1.044444444,1.028590426,0.983193277,0.961867193,1.028024607,0.996010638,1.010680908,0.998678996,0.978174603,1.048681542,1.033526757,1.013100437,1.012315271,1.062043796,1.0395189,1.023140496,1.066235864,0.952020202,0.922015915,1.070195627,1.020967742,1.014218009
300017.XSHE,0.9375,0.937719298,1.067352666,1.068361087,0.982772765,1.016694491,0.945812808,0.846354167,1.047179487,1.029382958,1.058991437,0.983827493,1.044748858,1.116258741,0.921691464,1.021240442,1.027454243,0.87854251,0.948387097,0.853255588,1.039863326,0.987951807,1.10864745,1.013,0.96248766
300024.XSHE,1.061700945,0.95026178,1.042424242,1.014270613,1.015633142,1.035915854,0.984645864,0.961267606,1.040816327,1.039718451,1.015473888,1.02,1.045751634,1.000892857,0.944692239,1.012747875,1.04988345,0.969360568,0.936784242,1.014180929,0.975891996,0.94812253,1.024491923,0.964903357,1.023194518
300027.XSHE,1.012106538,0.912679426,1.056356488,1.024813896,0.986682809,1.001226994,1.011029412,0.998787879,1.143203883,0.988322718,1.006444683,0.960512273,1.017777778,1.005458515,1.026058632,0.938624339,1.013528749,0.966629588,0.990794016,0.989547038,0.980046948,0.968862275,1.048207664,1.044811321,1.006772009
300033.XSHE,0.997467927,1.032662041,1.00229433,0.983485939,1.009975062,1.008065844,0.95019595,0.83296099,1.003713637,1.090647482,1.055974369,0.960199893,1.133828996,1.02295082,0.971634615,1.007257133,1.014737187,0.946748427,0.940173854,0.992204496,0.994153115,0.920235251,1.010984622,1.002370605,0.986007095
300058.XSHE,1.01810585,1.046511628,1.043137255,0.988721805,0.994930292,1.002547771,0.933926302,0.941496599,1.047687861,0.997241379,1.030428769,1.010738255,1.015936255,1.02875817,0.984752224,0.96,1.036290323,1.02075227,0.917407878,0.965373961,0.991391679,1.017366136,0.995732575,0.944285714,0.969742814
300059.XSHE,1.016538037,1.035791757,1.083769634,1.007729469,0.985618408,1,0.944552529,0.927909372,1.063263041,1.155532359,1.061427281,0.936170213,1.155454545,0.962234461,0.991005724,0.943069307,1.010498688,0.942857143,0.940312213,1.041015625,1.020637899,1.022058824,1.064748201,0.984797297,0.947684391
300070.XSHE,1.000529661,0.944415034,1.075672646,0.967170401,0.996767241,1.035675676,0.958246347,0.925381264,1.010005886,1.013403263,1.096607246,0.988463555,1.00265252,0.977777778,0.999458874,0.961559285,1.02759009,1.007671233,1.02011963,0.953091684,0.996085011,0.951712521,1.007669617,0.990632319,1.017730496
300072.XSHE,1.018151261,0.851766259,1.064341085,1.004005827,1.029379761,1.020084567,0.921243523,0.940007499,0.936577583,0.992333901,1.049785408,1.042518397,0.970196078,1.004042037,0.969404187,0.983388704,1.087837838,1.125776398,0.94,0.990462216,1.02,0.931735657,1.037412315,1.044703231,1.020136641
300085.XSHE,0.98943662,0.986951364,1.050480769,1.017162471,1.004499438,1.035834267,0.948648649,0.846153846,1.041077441,1.038809832,1.01369863,0.972972973,1.063762626,0.992878338,1,1,1,1,1,1,1,1,1,1,1
300122.XSHE,0.92050412,0.949447077,1.084303938,0.964194373,0.970822281,1.108196721,0.975838264,0.956038403,1.070295983,1.137777778,1.019965278,0.961702128,1.046902655,1.076500423,1.004318806,1.041438624,1.043918919,1.029485796,1.005937827,0.994444444,1.001396648,0.967921897,1.101224784,0.979064442,0.997327097
300124.XSHE,1.030616839,0.99126256,1.022036139,1.055196205,1.03228443,0.961995249,0.979423868,1.029831933,1.004079967,0.996749289,1.048104362,0.97588487,1.061379035,1.060082614,0.972015586,1.016399417,1.06669057,0.988571429,1.00816049,0.956492411,0.976727786,0.958483755,1.016949153,1.011851852,1.002928258
300133.XSHE,1.136125654,0.980645161,1.078947368,0.992160279,0.974539069,1.030630631,0.869755245,0.994974874,1.162626263,1.105125977,1.009433962,0.926791277,1.05210084,0.95686901,0.992487479,0.912531539,1.049769585,0.961369622,0.99086758,0.986175115,0.969158879,0.958534233,1.048289738,1.02303263,1.009380863
300144.XSHE,0.991337825,1.00631068,1.049204052,0.966896552,0.998573466,1.011904762,0.923764706,0.973000509,1.02408377,0.972903885,1.027850762,0.957055215,1.028846154,1,0.977673936,0.981412639,1.033008658,0.994761655,1.030542391,1.003576903,1.047861507,0.937317784,0.959046138,0.98972973,0.979246313
300146.XSHE,1.020018198,1.017841213,1.020157756,0.975945017,1.035211268,1.142006803,0.951600894,0.984350548,1.10572337,1.002156722,1.058823529,0.951219512,1.023504274,0.960334029,0.983333333,0.966838615,1.012957317,0.987208427,1.007621951,1.015885023,1.066269546,0.973463687,0.961979914,1.033557047,1.032467532
300168.XSHE,1,1,1,1,1,0.927573062,0.957534247,0.927753934,1.166538165,1.017184402,1.037037037,0.917293233,1.080601093,0.95954488,0.974967062,0.936486486,1.059163059,0.961852861,0.933427762,1.01138088,0.985746437,0.948249619,1.037720706,1.030162413,0.993243243
300182.XSHE,1.047362756,1.003083248,0.99897541,0.977435897,0.987408185,0.98512221,1.012944984,0.955271565,1.039018952,1.092274678,1.00589391,0.958007813,1.007135576,0.973684211,0.98960499,0.986344538,1.020234292,0.956158664,1.001091703,0.994547437,0.969298246,0.943438914,0.990407674,1.031476998,1.042253521
300251.XSHE,0.997530864,0.952970297,1.057142857,1.017199017,0.981884058,1.003690037,0.980392157,0.98125,1.127388535,0.997740113,1,0.967157418,1.014051522,1.093533487,1.06969377,1.0029615,0.961614173,0.976458547,1.001048218,1.063874346,1.015748031,0.951550388,0.977596741,1.069791667,0.988315482
300315.XSHE,1,1,1,1,0.976136364,0.955762515,0.985383678,0.870210136,1.066761364,1.019973369,1.040469974,0.974905897,1.021879022,1.022670025,0.944581281,0.977835724,1.017333333,0.948885976,0.940607735,0.994126285,0.982274742,0.912781955,1.014827018,1.011363636,0.959871589
600000.XSHG,0.988626422,1.130973451,1.000782473,0.959343237,1.024449878,0.99363564,1.051240993,1.013709063,0.993238167,0.963691377,0.970172684,0.998381877,1.024311183,1.016613924,0.993774319,0.996084573,1.014937107,0.996901627,0.976689977,0.987271281,1.004834811,1.036086608,0.989164087,1.003912363,0.983632112
600005.XSHG,0.926934097,0.723338485,0.985042735,1.184381779,0.919413919,1.133466135,0.992970123,0.709734513,1.099750623,0.907029478,1,0.98,1.043367347,0.960880196,0.923664122,1.104683196,0.955112219,0.916449086,0.994301994,0.991404011,1.031791908,0.971988796,1.005763689,0.957020057,0.901197605
600008.XSHG,1.084892086,0.842175066,1.080314961,1.008746356,0.981213873,0.955817378,0.907550077,0.974533107,1.006968641,1.062283737,1.070032573,0.99391172,1.010719755,1.016666667,0.973174367,0.949464012,0.983870968,0.983606557,0.968333333,0.969018933,0.969804618,0.952380952,1.019230769,0.971698113,1.009708738
600009.XSHG,1.116332378,0.961755647,1.01601281,0.928289992,1.052631579,1.00188172,0.976388516,1.012366035,0.994571118,0.987991266,1.009944751,1.000820569,1.035528833,1.077065189,0.951972556,0.972200772,1.048186391,1.020459712,1.058415842,0.997895229,1.014530115,0.998613999,0.963219986,1.027377522,1.027115475
600010.XSHG,1.009615385,1.023809524,1.009302326,1.00921659,0.99543379,1.02293578,1.085201794,1.037190083,1.119521912,1.053380783,0.912162162,0.977777778,1.09469697,0.982698962,0.954225352,1.003690037,0.981617647,0.958801498,1.01953125,1.022988506,0.988764045,0.962121212,1.031496063,0.996183206,0.977011494
600015.XSHG,0.972845336,1.055825243,1.010344828,0.980659841,1.03712297,1.012304251,1.058563536,1.036534447,0.986908359,0.976530612,0.94984326,1.00440044,1.020810515,0.989270386,0.992407809,0.992349727,1.012114537,0.997823721,0.997818975,0.966120219,0.998868778,1.032842582,0.997807018,0.997802198,0.985682819
600016.XSHG,0.97318612,1.032414911,1.01255887,0.996899225,1.00933126,1.003081664,1.046082949,1.016152717,1.007225434,0.995695839,0.95389049,1.003021148,1.021084337,0.995575221,0.98962963,0.986526946,1.018209408,0.989567809,1.012048193,1.022321429,1,1.08588064,0.973190349,0.991735537,0.979166667
600018.XSHG,1.026455026,1.04467354,0.96875,0.989813243,1.030874786,0.996672213,1.058430718,1.025236593,1.018461538,0.978851964,0.953703704,1,1.011326861,1.0176,1.009433962,1.024922118,0.995440729,1.172519084,1.01953125,0.956577267,1.038718291,0.928020566,1.006925208,0.997248968,0.937931034
600019.XSHG,1.05204461,1.026501767,1.027538726,1.02680067,1.026101142,1.046104928,1.044072948,1.034934498,0.994374121,1.138613861,0.925465839,1.026845638,1.065359477,0.931288344,0.92226614,1.012857143,0.988716502,1.02425107,1.020891365,1.066848568,1.063938619,1.014423077,1.026066351,0.935334873,0.997530864
600021.XSHG,1.018930041,1.012924071,0.983253589,0.96593674,1.003358522,0.993305439,0.973883741,0.984429066,0.991212654,0.990248227,1.00179051,0.993744415,1.008093525,0.987511151,1.008130081,0.989247312,1.007246377,0.982913669,1.000914913,0.984460695,0.957288765,0.948593598,0.985685072,0.977178423,0.978768577
600023.XSHG,1.00776699,1.036608863,0.981412639,0.996212121,1.001901141,0.996204934,1,1.022857143,0.998137803,0.979477612,0.986666667,1.00965251,1.022944551,0.986915888,0.992424242,0.988549618,1.007722008,0.982758621,1.013645224,0.998076923,0.990366089,1.019455253,0.988549618,1.021235521,0.982986767
600028.XSHG,1.013539652,1.064885496,0.964157706,0.973977695,0.992366412,1.025,1.020637899,1.03125,0.98573975,0.987341772,0.981684982,1.007462687,1.003703704,1,0.994464945,1.011131725,0.983486239,1.007462687,1.022222222,1.048913043,0.946459413,1.03649635,0.975352113,1.001805054,0.989189189
600029.XSHG,0.989962359,1.087452471,1.024475524,1.006825939,0.969491525,0.982517483,0.973902728,1.015834348,0.952038369,0.994962217,1.039240506,0.976857491,1.063591022,1.043376319,0.946067416,0.976247031,0.98296837,1.00990099,1.042892157,1.045828437,1.07752809,1.108446298,1.001881468,1.036619718,1.009963768
600030.XSHG,0.993979933,1.052489906,1.012148338,1.008843967,1.023794615,0.985932722,1.036600496,1.001795332,0.990442055,0.999396864,0.984912492,0.995098039,1.099137931,0.971428571,1.021337947,0.993224167,0.998294486,0.987471526,0.982698962,1.002934272,1.032182563,1.058956916,0.98875803,0.990795885,0.973770492
600031.XSHG,1.004594181,1.039634146,1.046920821,1.023809524,1.113543092,0.986486486,0.95267746,1.071895425,1.015853659,1.032412965,0.923255814,1,0.959697733,0.990813648,1.005298013,0.974967062,1.033783784,1.007843137,1.053177691,0.954433498,1.058064516,1.02195122,1.063245823,0.968574635,0.969872538
600036.XSHG,1.026771654,1.081799591,1.014177694,0.954799627,1.151293314,0.981348029,1.041468683,0.993778515,1.033388982,1.010904685,0.974031163,1.060295324,1.002321083,0.978386723,0.999605523,0.970797159,1.038211382,1.014878622,1.038194444,0.972872538,1.03132162,1.075925926,0.953872633,1.011187297,1.014632405
600037.XSHG,1.04608632,0.944055944,1.047407407,1.009193777,1.017519271,0.988292011,0.965853659,0.992063492,1.010181818,1.015838733,1.007795889,0.993670886,1.048832272,0.996626181,0.983750846,0.997247075,1.007591442,0.962328767,1.017793594,0.982517483,1.024199288,1.01876303,0.968622101,0.949295775,0.956231454
600038.XSHG,1.018889925,0.895399405,1.070807771,1.063738362,0.998877917,1.019321501,0.967379326,0.947140579,1.047630503,1.059012629,1.02103209,0.943512423,0.941255908,1.022477284,0.995790458,0.982620949,1.126195029,1.015067912,0.927033243,1.032025259,0.973776224,0.97935368,1.027039413,1.036590808,1.004304778
600048.XSHG,1.012716763,1.047945205,1.023965142,0.976595745,1.076252723,0.987854251,1.043032787,1.046168959,0.958685446,0.957884427,0.981595092,1.022916667,1.009164969,1.067608476,1.063327032,0.929777778,0.95793499,1.00499002,1.038728898,0.969407266,1.025641026,1.107692308,1.074652778,1.012924071,0.958532695
600050.XSHG,1,1,1,1,1,1,1,1,1,1,1,1.119623656,0.951980792,0.94703657,0.96138482,1.030470914,0.97983871,0.95473251,1.094827586,1.041994751,1.005037783,1.022556391,0.859068627,1.004279601,0.957386364
600060.XSHG,0.995485327,0.998488284,1.056018168,1.015770609,1.018348624,0.986832987,0.960674157,1.025584795,1.0085531,0.977385159,1.01373825,1.017831669,0.999299229,0.981065919,1.03073624,1.061719834,0.991508818,0.996047431,0.982804233,0.988559892,1.046289993,0.959011061,0.999321574,0.970128988,1.00419874
600061.XSHG,0.959170013,1.058618283,0.978246539,1.021563342,1.01121372,1.002609263,1.003903709,1.042773817,0.977625855,0.999364272,0.99173028,1.002565747,1.04734485,0.979230299,0.995009357,0.996238245,0.999370673,0.985516373,0.981469649,0.957682292,0.995241332,0.988387978,0.99170698,1.006968641,0.968858131
600066.XSHG,1.012229016,1.054914882,1.048932847,1.02630273,1.027079304,0.995762712,0.978723404,1.083574879,0.958091841,0.983248022,1.000473261,0.95884579,1.006906759,1.024007839,1.074162679,1.04454343,1.045202559,1.010199918,0.991114701,0.977180114,0.998748957,0.959916493,1.005219661,0.981826049,0.999118554
600068.XSHG,0.924124514,0.989473684,1.124468085,0.989593188,1.022944551,1,1.026168224,1.051912568,0.950649351,0.928051002,0.983316977,0.982035928,1.033536585,0.979351032,1.057228916,0.961063628,1.010869565,0.960899316,0.98982706,0.914696814,0.998876404,0.998875141,0.987612613,0.995438997,0.92325315
600074.XSHG,1.034739454,0.947242206,1.017721519,0.986733002,1.078991597,1.041277259,0.940912491,0.917329094,0.90034662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600085.XSHG,1.031813709,1.020025429,1.016516049,0.992642551,1.078443484,0.977090493,0.971864009,0.979191797,0.996920234,0.972814334,1.018736107,0.985349127,1.006010756,0.990251572,0.991425849,1.013132607,1.019285488,1.026364764,1.030825023,1.006742891,0.974082702,1.001195815,0.95968946,1.019601742,0.978944156
