x,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
600839.XSHG,0.994100295,0.970326409,1.04587156,1.023391813,1.02,1.011204482,0.983379501,0.988732394,1.045584046,1.002724796,0.989130435,0.983516484,1.008379888,1,0.972299169,0.991452991,1.034482759,1.05,0.986772487,0.991957105,1.086486486,0.922885572,1.005390836,0.975871314,0.96978022
600867.XSHG,1.036984353,0.943072702,1.016,1.056549749,1.02303523,1.009933775,0.948196721,0.967496542,1.014295926,1.03030303,1.045827633,0.992151733,1.023071852,1.014175258,1.020965693,0.962663348,1.146089205,1.020304569,1.011608624,1.03715847,1.024762908,0.948071979,1.001084599,1.042795233,0.986493506
600871.XSHG,1.31511254,0.858190709,1.025641026,0.963888889,0.962536023,1,0.961077844,0.990654206,1.012578616,1.00931677,0.984615385,1,1,1,1,0.984375,0.996825397,0.984076433,0.980582524,1.02970297,0.971153846,0.97029703,1.013605442,0.946308725,0.95035461
600873.XSHG,0.989708405,0.897746967,0.988416988,1.01171875,1.005791506,1.021113244,1.033834586,0.992727273,1.053113553,0.984347826,0.973498233,1.023593466,1.081560284,1.01147541,0.974068071,0.976705491,1.023850085,0.936772047,0.955595027,1.00929368,0.961325967,1.01532567,0.977358491,0.972972973,0.996031746
600875.XSHG,1.003236246,0.982795699,1.039387309,0.997894737,1,1.030590717,1.003070624,1.044897959,1.032226563,0.987701041,0.985632184,1.003887269,1.060019361,0.980821918,1.004655493,0.96570899,0.99328215,0.976811594,1.070227498,1.022181146,1.028933092,0.912126538,1.02504817,0.994360902,1.026465028
600886.XSHG,1.004166667,1.042876902,1.01193634,0.979030144,1.014725569,0.998680739,1.005284016,1.031537451,1,0.951592357,0.994645248,0.99730821,0.979757085,1.004132231,0.997256516,0.991746905,1.026352288,1.009459459,0.991967871,1,0.974358974,1.05401662,0.959264126,0.983561644,1.004178273
600887.XSHG,1.097432905,1.009569378,1.051079516,0.979458918,1.064450128,0.991350312,0.972370334,1.00997009,0.995064166,1.044146825,1.058907363,0.993719157,1.032054176,0.99343832,1.047996477,1.044537815,1.119871279,1.023706897,1.040701754,0.997639919,0.969922271,1.041811847,0.939464883,1.071555714,1.037541528
600893.XSHG,0.985137195,0.923404255,1.117720989,1.051349325,1.001426025,0.974724101,1.099707816,1.004317502,0.953042328,1.017349063,0.988744884,0.984822353,1.021015762,1.028473413,1.052368245,0.979080824,1.024279702,1.008217446,0.948275862,0.977520661,1.010145418,0.910612655,1.011764706,1.037427326,0.992294221
600895.XSHG,0.997495304,0.999372254,1.023869347,1.004294479,1.024434942,1,0.973762671,0.992651562,1.032695867,0.997013142,1.021569802,0.982404692,1.016119403,0.988249119,0.995243757,0.991636798,1.019879518,1.052569403,0.945566779,0.989910979,0.981414868,0.960293219,1.000636132,0.955499046,0.988689288
600900.XSHG,1.031684699,1.032209738,0.989840348,0.976539589,1.033033033,1.011627907,1.001436782,1.036585366,1.011764706,0.980848153,1.028591353,0.993898305,0.981582538,1.022237665,0.978925901,1.011111111,1.013736264,1.0399729,1.006514658,1.02394822,0.986725664,1.034593209,0.980804954,1.002525253,0.991813602
600958.XSHG,0.959827834,1.004484305,1.000744048,1.001486989,1.005196733,0.997784343,1.056254626,1.081289418,1.029812054,0.984266834,0.936061381,0.995218579,1.136582018,0.966183575,0.993125,0.981749528,1.012820513,0.950632911,1.005326232,1.015231788,1.016307893,0.977535302,0.995403808,0.998680739,0.935931308
600959.XSHG,1.00481232,1.038314176,0.982472325,0.992488263,1,1,1,1,1,1,1,1,1,1,1,1,1.029328288,0.947610294,0.973811833,0.985059761,0.980788675,0.906185567,1.029579067,0.951381215,0.980255517
600999.XSHG,1.009746589,1.063706564,0.984875983,1.009213759,1.007912355,0.989130435,1.042124542,1.0152314,1.006347374,1.018348624,0.975225225,0.990184758,1.117784257,1,1.023474178,1.038735984,0.981354269,0.962,0.958419958,0.978850325,1.022714681,1.027627302,0.972061149,0.982104121,0.949751518
601006.XSHG,1.048452221,0.992297818,0.994825356,0.970091027,1.034852547,1.022020725,1.079847909,1.007042254,0.966200466,0.983112183,1.019631902,1.02045728,1.016509434,0.977958237,0.996441281,0.996428571,1.025089606,1.011655012,0.997695853,0.968822171,1.005959476,1.022511848,0.972190035,1.007151371,0.984615385
601009.XSHG,0.956944444,1.078374456,0.987886945,0.983651226,1.026315789,1.008097166,1.048192771,0.991060026,0.983247423,0.976408912,0.986577181,1.010884354,1.036339166,1.019480519,0.973248408,0.988219895,1.017218543,0.986979167,1.01055409,0.968668407,1.022911051,1.040843215,0.974683544,0.988311688,0.984231275
601018.XSHG,0.994423792,1.039252336,0.992805755,0.980072464,1.03142329,0.989247312,0.998188406,1.025408348,1.136283186,0.957943925,0.975609756,0.975,1.003418803,1.003407155,0.998302207,0.99829932,0.996592845,1.051282051,1.01300813,0.959871589,0.996655518,0.941275168,1.005347594,1.005319149,0.962962963
601021.XSHG,1.051337897,1.020124297,0.941398317,0.992912173,1.044382371,1.006240713,0.97223863,0.94835966,0.99871877,0.995189224,1.01836932,1.019936709,1.056158858,1.032021152,0.99146029,0.962962963,1.034585569,0.979538905,0.98734922,1.074791418,1.093152204,0.959928988,0.997093791,0.988606253,0.979630126
601088.XSHG,1.022113022,1.078125,1.026198439,1,1,1,1,1,1,1,1,1,1.099945682,0.980740741,0.977844914,1.044284243,0.951676529,1.012435233,1.004605937,0.992358635,1.169404517,0.987708516,0.974222222,0.973540146,1.002811621
601099.XSHG,0.994936709,1.007633588,1.015151515,1.012437811,0.995085995,0.985185185,1.010025063,0.992555831,0.9975,1.07518797,0.96969697,0.971153846,1.074257426,0.979262673,1,0.976470588,1.007228916,0.966507177,0.972772277,1.005089059,0.987341772,0.964102564,0.997340426,1,0.992
601111.XSHG,0.961331901,1.140782123,0.984329089,0.964179104,0.989680083,0.99270073,0.944327731,1.012235818,0.958241758,0.983944954,1.037296037,0.980898876,1.036655212,1.008839779,0.966046002,0.976190476,0.996515679,1.020979021,1.051369863,1.051031488,1.059917355,1.049707602,1.000928505,0.995361781,1.078285182
601118.XSHG,0.998178506,0.937956204,1.071984436,1.02722323,0.991166078,1.024955437,1.003478261,1.06932409,1.016207455,1.070175439,0.93442623,0.996810207,1.0768,0.980683507,1.022727273,0.967407407,1.003062787,0.989312977,0.956790123,1.017741935,0.93977813,0.94772344,1.017793594,0.987762238,1.005309735
601127.XSHG,0.930999493,0.930790191,1.028688525,1.053500285,1.042679633,1.058549223,0.96328928,1.00254065,0.969082615,0.97541841,1.028954424,1.014590933,1.020544427,1.074484147,1.032786885,0.960544218,1.03871577,1.018181818,0.999107143,1.05049151,1.007656316,0.905867455,0.937558248,1.010934394,1.010324484
601155.XSHG,1.055325035,1.113368283,1.06592113,0.938155715,1.063566804,0.970116215,1.04335425,0.945325314,1.018507808,0.918796139,1.003708282,1.020320197,1.042848521,1.041666667,1.086666667,0.914621677,0.959754053,1.033779849,1.091830986,1.081527348,1.072519084,1.059608541,1.025188917,1.036445536,1.016989332
601166.XSHG,0.985044188,1.057280883,1.001958225,0.994136808,1.035386632,1.026582278,1.053637485,1.000585138,0.995906433,0.98120963,0.978456014,1.02324159,1.0041841,0.995833333,0.998206814,0.998203593,1.021595681,1.007046389,0.987755102,0.966942149,0.992063492,1.051076923,0.980093677,0.99223417,0.992775436
601169.XSHG,0.966666667,1.043478261,0.994252874,1.002890173,1.014409222,1.005681818,1.052259887,1.018791946,0.981554677,0.982550336,0.964480874,1.012747875,1.018181818,0.997252747,0.987603306,0.986052999,1.014144272,0.987447699,0.998587571,0.987270156,1.001432665,1.032904149,0.977839335,0.994334278,0.977207977
601186.XSHG,0.911020408,1.059139785,1.003384095,0.961214165,1.031578947,0.978741497,1.055603823,1.074074074,0.980076628,0.949960907,0.97037037,1.004240882,1.021959459,0.99338843,1.003327787,0.975124378,0.993197279,0.974315068,1.035149385,1.027164686,0.942975207,1.006134969,1.00261324,1.006950478,0.966350302
601198.XSHG,0.940307329,1.05468259,0.991060787,1.019843656,0.998231132,1.002953337,1.028857479,1.027475673,0.991086351,1.010118044,0.973288815,1.021726701,1.054840515,0.979310345,0.998916576,0.976138829,0.976666667,0.963026166,0.989958653,1.002983294,0.987507436,0.987951807,0.98597561,0.998763142,0.967801858
601211.XSHG,1.014367816,1.073087819,0.989440338,1.03094984,1.030538302,0.984932195,1.041305456,1.010773751,0.98498062,0.967535662,0.983223183,1.001034126,1.09142562,0.968291529,1.006353861,1.012141816,0.99184261,0.982099661,0.966995074,1.000509424,0.990835031,1.016443988,0.992922144,0.989816701,0.957304527
601216.XSHG,0.96069869,1.034090909,1,0.986813187,1.011135857,1.04185022,0.989429175,1.034188034,1.026859504,0.979879276,1.092402464,0.947368421,1.003968254,0.95256917,0.995850622,0.99375,0.98951782,0.997881356,1.021231423,0.98960499,1.021008403,0.995884774,0.962809917,0.963519313,0.979955457
601225.XSHG,1.023210832,1.062381853,1.048042705,1.050933786,1.061389338,1.083713851,1.050561798,1.104278075,0.96125908,0.974811083,0.950904393,0.998641304,1.155102041,0.994110718,0.969194313,1.023227384,0.925925926,0.978064516,0.978891821,1.018867925,1.043650794,0.958174905,1.058201058,0.94875,1.028985507
601258.XSHG,1.069686411,0.944625407,1.04137931,0.986754967,0.963087248,0.993031359,0.989473684,0.985815603,1,1.061151079,0.976271186,0.986111111,1.021126761,0.989655172,1,0.989547038,1.017605634,0.98615917,0.978947368,0.985663082,0.989090909,0.966911765,0.996197719,0.980916031,0.992217899
601288.XSHG,0.996815287,1.038338658,0.978461538,0.977987421,1.019292605,1.006309148,1.037617555,1.036253776,1.029154519,1.002832861,0.97740113,1.043352601,0.975069252,1.034090909,0.972527473,1.028248588,0.994505495,1.008287293,0.975342466,0.991573034,0.974504249,1.049418605,0.986149584,0.997191011,0.994366197
601318.XSHG,1.046410256,1.073021318,1.047042704,1.0087241,1.028108108,1.010094637,1.034978139,1.006437337,1.00119928,1.008185267,0.976435644,1.076252281,1.019031468,0.969859467,0.990276454,1.002502888,1.065488765,1.033525595,1.085280781,1.020568857,1.058573453,1.073925331,0.91634349,1.075574365,1.004496908
601328.XSHG,0.980108499,1.049815498,0.978910369,0.992818671,1.005424955,1.014388489,1.033687943,1.034305317,1.009950249,1.004926108,0.968954248,1.006745363,1.036850921,0.996768982,0.975688817,1.00166113,0.998341625,1.004983389,0.985123967,0.991610738,0.978003384,1.046712803,0.995041322,1,0.986710963
601333.XSHG,1.009756098,1.004830918,1.026442308,1.011709602,1.020833333,0.988662132,1.004587156,1.089041096,1.006289308,1.035416667,1.038229376,0.974806202,1.017892644,1.015625,0.990384615,0.966990291,0.997991968,0.951710262,1.025369979,0.989690722,1.008333333,0.991735537,1.039583333,1.01002004,1.031746032
601336.XSHG,0.998369344,1.065332789,0.991376006,0.945486178,1.031486404,1.043607532,1.064767331,1.040313949,0.96622085,1.086424135,0.986115648,1.000662581,0.986260553,0.952165156,0.997003349,1.009016973,0.993166287,1.014820042,1.102573018,0.973667613,1.092631579,0.972283978,0.936890244,1.056784901,1.036335643
601377.XSHG,0.966244726,1.027656477,0.985835694,1.024425287,1.001402525,0.988795518,1.056657224,1.014745308,1.019815059,0.997409326,0.974025974,1.001333333,1.135818908,0.964830012,1.004860267,0.981862152,0.997536946,0.972839506,0.974619289,0.994791667,0.988219895,1.005298013,1.005270092,0.977719528,0.950402145
601390.XSHG,0.971064815,1.0488677,1,0.969318182,1.003516999,0.990654206,1.011792453,1.023310023,0.98405467,0.986111111,0.978873239,1.002398082,1.033492823,1.008101852,1.003444317,0.974828375,1.005868545,0.987164527,1.052009456,1.002247191,0.952914798,1.002352941,1,1.003521127,0.984795322
601398.XSHG,0.993520518,1.056521739,0.971193416,0.970338983,1.017467249,1.027896996,1.03131524,1.032388664,1.035294118,1.03030303,0.990808824,1.051948052,0.978835979,1.016216216,0.982269504,1.041516245,1.031195841,1.005042017,1.001672241,0.969949917,0.974182444,1.035335689,0.962457338,1,1.015957447
601555.XSHG,0.967948718,1.022705771,0.991674376,1.036380597,1.00270027,0.985637343,1.031876138,0.992056487,1.043594306,1.012787724,0.981481481,0.97941681,1.093695271,0.967173739,0.990066225,0.994983278,0.996638655,0.940134907,0.964125561,1.004651163,0.988888889,0.973782772,1.0125,0.970560304,0.967710372
601600.XSHG,0.990543735,1.021479714,0.997663551,1.021077283,1.043577982,1.024175824,1.066523605,1.108651911,1.085299456,1.244147157,0.939516129,1.007153076,1.149147727,1,1,1,1,1,1,1,1,1,1,1,1
601601.XSHG,0.987743331,1.075182482,1.042430414,1.002605015,1.051964924,1.018524236,1.019399818,0.989889979,0.98227696,1.035168196,0.988774003,1.034657903,1.078255848,0.967327263,0.989756368,0.999160839,1.02043673,1.041152263,1.08168643,1.038733252,0.998592871,1.034053546,0.905746082,1.073971916,0.984123278
601607.XSHG,1.070030448,1.025203252,1.027755749,0.998070988,1.062620796,1.015642052,0.946991404,0.998108926,0.931792346,1.020333469,0.982463133,0.971196755,0.964912281,0.997402597,0.995225694,1.012647187,1.058570198,1.006916192,1.052525253,0.923608445,1.011221945,1.016029593,0.96723301,1.021748223,0.977486697
601608.XSHG,1,1,1,1,1,1,1,1,0.954792043,1.007575758,0.97556391,1.005780347,1.005747126,1.020952381,1.001865672,0.947858473,1.007858546,0.978557505,1.007968127,0.984189723,0.953815261,0.928421053,0.986394558,0.933333333,1.012315271
601611.XSHG,0.812117086,0.957250629,1.023642732,0.98716852,1.035528596,0.992468619,0.976391231,0.968911917,1.011586453,0.998237885,0.967343336,1.143248175,1.008778931,0.995253165,0.978537361,0.966693745,1.01512605,0.948675497,0.994764398,0.989473684,0.970744681,0.955251142,0.97418738,1.018645731,1.021194605
601618.XSHG,0.951417004,1.031914894,1.002061856,0.983539095,1.006276151,1.01039501,1.016460905,1.026315789,0.992110454,0.984095427,0.98989899,0.991836735,1.022633745,1.050301811,0.963601533,1,0.998011928,0.992031873,1.012048193,1.013888889,0.966731898,0.991902834,0.993877551,1.01026694,0.983739837
601628.XSHG,0.975952645,1.059135709,0.992125984,0.962481962,0.999625187,1.009373828,1.052005944,0.996115819,0.962070188,0.992630803,0.991833705,1.017215569,1.040470935,0.97135785,0.994903531,1.00219539,1.008397225,1.008327299,1.093357271,1.054515599,0.991902834,1.009733124,0.944651741,1.040487163,0.979436887
601633.XSHG,1.025641026,1.039655172,1.040630182,1.031075697,1.035548686,0.97761194,0.986259542,1.001547988,0.989180835,1.0046875,0.99844479,0.982866044,0.97385103,0.998372661,1.018744906,0.9736,0.991783073,1.056338028,0.938039216,0.933110368,0.988351254,1.012692656,1.005371531,1.048975957,0.977079796
601668.XSHG,0.954616588,1.068852459,1.027607362,0.965671642,1.046367852,0.973412112,1.056145675,1.067528736,0.962314939,0.979020979,0.977142857,1.019005848,0.977044476,0.991189427,1.011851852,0.964860908,1,0.986342944,1.024615385,1.003003003,0.973053892,1.04,0.99112426,0.986567164,0.986384266
601669.XSHG,0.932655654,1.059945504,1.014138817,0.965779468,1.024934383,0.987195903,1.04150454,1.01618929,0.977941176,0.983709273,0.997452229,1.007662835,1.012674271,1.006257822,0.998756219,0.99377335,0.977443609,1.001282051,1,0.961587708,0.956058589,0.997214485,1.011173184,1.020718232,0.97699594
601688.XSHG,0.997487437,1.067380353,0.984660767,1.019772319,1.020564042,0.979850317,1.076968273,1.022367703,1.01814301,1.001572327,1.014128728,0.995872033,1.180829016,0.954804739,0.997702206,0.994933211,0.976388889,0.979137032,0.938014528,1.019101704,0.98378926,0.988671473,0.985416667,1.015856237,0.930280957
601718.XSHG,1.014120668,1.026582278,1,1.004932182,0.998773006,1.022113022,1.015625,0.985798817,1.039615846,0.986143187,0.978922717,1.007177033,1.017814727,0.987164527,0.972813239,0.981773998,1.006188119,0.965559656,0.970700637,0.965879265,0.95923913,0.937677054,0.998489426,1.036308623,0.966423358
601727.XSHG,0.955369596,0.960583942,1.016717325,1.022421525,1.08625731,1.043068641,0.99483871,1.02464332,0.959493671,0.98944591,0.985333333,1.00270636,1.074224022,0.994974874,0.965909091,1.044444444,0.968710889,1.025839793,1.100755668,0.926773455,0.937037037,0.910408432,0.982633864,1.00736377,0.964912281
601766.XSHG,0.983333333,1.044491525,0.982758621,0.990712074,1.005208333,1,1.006217617,1.010298661,0.986748216,1.017561983,0.982741117,0.994834711,1.008307373,0.997940268,0.997936017,0.990692865,1.006263048,1.0093361,1.127440904,1.019143118,0.929338104,1.094321463,1.002638522,0.981578947,1.00357462
601788.XSHG,0.997183099,1.043785311,0.99188092,1.008867667,0.985125085,0.99245024,1.021438451,1.019634394,0.996015936,1.01,0.962376238,0.995198903,1.083390765,0.977099237,1.002604167,0.981818182,1.001984127,0.976237624,0.99729547,0.995932203,0.993873383,1.015753425,0.992582603,0.996603261,0.956373551
601800.XSHG,0.891304348,1.066898955,1.022860875,0.963601533,1.016567263,1.016949153,1.047435897,1.036719706,0.953364817,0.942414861,0.992115637,1.010596026,1.011795544,0.991580311,1.010450686,0.987718164,0.969240838,0.983119514,1.029532967,0.978652435,0.97273347,0.969866854,0.985549133,1.005131965,0.958424508
601818.XSHG,0.970189702,1.041899441,0.99463807,0.989218329,1.019073569,1.005347594,1.042553191,1.035714286,0.992610837,0.987593052,0.972361809,1.002583979,1.018041237,1.002531646,0.987373737,0.99488491,1.005141388,1.002557545,0.984693878,1,0.992227979,1.039164491,1,0.997487437,0.982367758
601857.XSHG,1.012228261,1.020134228,0.985526316,0.989319092,1.010796221,1.014686248,1.010526316,1.016927083,1.012804097,1.006321113,0.966080402,1.007802341,1.015483871,0.998729352,0.994910941,1.010230179,0.989873418,1.023017903,1.01875,1.034355828,0.948991696,1.0175,0.984029484,0.991260924,0.976070529
601866.XSHG,0.978378378,0.950276243,1.031976744,1.01971831,1,0.997237569,1.013850416,1.027322404,1.037234043,1.043589744,0.98034398,0.98245614,1.045918367,0.982926829,0.975186104,0.979643766,0.997402597,1.026041667,0.974619289,0.984375,0.973544974,0.961956522,1.005649718,1.002808989,0.985994398
601872.XSHG,1,1,1,1,1,1,1,1,0.998007968,1,1,1,1,1,1.005988024,0.990079365,0.993987976,1.008064516,0.99,0.981818182,0.96090535,0.950749465,1.013513514,0.986666667,1
601877.XSHG,1.006351039,1.005163511,1.037671233,1.015951595,1.056307526,0.99128652,0.978800414,0.978341257,1.019978402,0.996823716,0.968135953,0.984092156,1.050167224,1.011677282,1.041448059,1.062468514,1.060218113,0.989266547,1.071428571,1.019831224,1.122465867,0.910062661,0.972053463,0.984166667,0.989839119
601888.XSHG,1.029503106,1.034313725,1.054684652,0.972692707,1.034825871,1.005494505,0.992486339,0.989676531,0.996522949,0.97662247,1.007145409,1.030507272,1.023752151,1.073974445,1.031308704,1.029143898,1.062831858,1.013599778,1.08652793,1.035030242,1.019722425,0.98782235,0.997824511,1.064922481,0.982256597
601899.XSHG,1.009771987,1.012903226,1.00955414,1.015772871,1.00310559,1.030959752,1.024024024,0.997067449,1.052941176,1.061452514,0.939473684,0.994397759,1.109859155,1.030456853,0.958128079,0.979434447,0.992125984,1.015873016,0.940104167,1.008310249,0.980769231,1.036414566,1.037837838,0.984375,1.029100529
601901.XSHG,1.04622871,1.059302326,0.982436883,1.084916201,1.020597322,0.988900101,0.946938776,0.987068966,0.970524017,0.989876265,0.967045455,1.004700353,1.058479532,0.983425414,0.991011236,0.970521542,1.007009346,0.948955916,0.958435208,1.052295918,0.995151515,0.980511571,0.946583851,0.93832021,0.972027972
601919.XSHG,1.007532957,1,1,1,1,1,1,1,1.358878505,1.132049519,0.904009721,0.994623656,1.083783784,0.990024938,0.928211587,0.962008141,0.98448519,1.014326648,1.015536723,0.936022253,0.988112927,0.927819549,1.032414911,1.078492936,0.95342067
601928.XSHG,0.965005302,1.007692308,1.01308615,1.013993541,1.007430998,0.993677555,0.970307529,0.979234973,1.015625,1.005494505,1.004371585,1.002176279,1.016286645,1.014957265,0.970526316,0.976138829,1.016666667,0.983606557,0.994444444,0.970949721,0.99424626,0.945601852,0.993880049,1.018472906,0.975816203
601933.XSHG,1.074796748,0.996974281,1.042488619,0.969432314,1.04954955,0.995708155,0.988505747,0.976744186,1,0.979166667,1.021276596,1.004464286,1.014814815,1.010218978,1.10982659,0.994791667,1.123036649,1.033799534,1.077790304,1.048117155,0.98003992,0.976578411,0.920750782,1.089467724,1.044698545
601939.XSHG,0.991134752,1.050089445,0.967632027,0.987676056,1.037433155,1.001718213,1.034305317,1.023217247,1.045380875,1.020155039,0.983282675,1.027820711,0.984962406,1.019847328,0.971556886,1.026194145,1.015015015,1.019230769,1.007256894,0.965417867,0.976119403,1.071865443,0.952924394,1.002994012,1.035820896
601958.XSHG,0.998518519,0.979228487,1.034848485,1.029282577,1.007112376,1.035310734,1.040927694,1.062909567,1.041923551,1.2,0.857988166,0.948275862,1.105454545,1.051535088,0.908237748,0.996555683,0.947004608,0.98783455,0.935960591,0.992105263,0.973474801,0.953678474,1.021428571,0.979020979,1.002857143
601985.XSHG,0.995862069,1.04432133,1.014588859,0.997385621,0.994757536,1.001317523,1,1.017105263,0.990944373,0.977806789,1.008010681,0.990728477,1.010695187,0.985449735,0.979865772,1.004109589,0.998635744,1.013661202,1.025606469,1.015768725,0.97542044,0.969496021,0.986320109,1.016643551,0.97271487
601988.XSHG,0.988023952,1.03030303,0.979411765,0.987987988,1.012158055,1.006006006,1.035820896,1.037463977,1.036111111,1.040214477,0.989690722,1.0078125,1.033591731,1,0.9725,1.015424165,1.002531646,1.002525253,0.972292191,0.96373057,0.991935484,1.032520325,0.979002625,1.002680965,0.989304813
601989.XSHG,0.990430622,0.996779388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.092084006,0.923076923,1.009615385,0.968253968,1.013114754,0.964401294
601998.XSHG,0.959649123,1.049360146,0.99825784,0.996509599,1.021015762,0.994854202,1.046551724,1.072487644,0.978494624,0.982731554,0.966453674,1.001652893,1.021452145,1,0.991922456,0.986970684,1.008250825,1.001636661,0.973856209,0.991610738,0.986463621,1.037735849,1.011570248,0.995098039,0.973727422
603000.XSHG,0.988747187,0.962063733,1.037066246,1.016730038,0.98578908,1.028831563,0.958702065,1.044615385,1.008100147,1.009495982,1.081765557,0.965217391,1.018711019,0.989115646,0.982118294,0.968487395,1.085321764,0.928047968,0.936826992,1.001532567,0.998469778,0.931800766,1,0.977796053,0.978973928
603885.XSHG,1.002090592,1.066063978,1.028049576,0.996192893,0.964968153,0.99009901,0.976666667,0.953583618,1.00071582,0.994277539,1.035251799,1.010423905,1.015818432,1,1.008801625,0.959060403,0.99580126,0.990864371,0.961702128,0.994837758,1.051890289,0.974630021,0.939262473,1.046959199,1.051470588
603993.XSHG,1.029484029,0.959427208,1.032338308,1.178313253,0.993865031,1.053497942,1.150390625,1.234295416,0.982118294,0.985994398,0.872159091,1.022801303,1.167197452,1.150068213,0.920521945,0.988402062,0.91916558,1,0.960283688,1.005908419,0.92804699,0.97943038,1.132471729,0.954350927,0.970104634
